,Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Section Info,Degree Attributes,Schedule Information,CRN,Section,Status Code,Part of Term,Section Status,Enrollment Status,Type,Start Time,End Time,Days of Week,Room,Building,Instructors
660,2020,Fall,2020-fa,AFST,405,Topics Swahili Lang &amp; Lit I,Same as SWAH 407. See SWAH 407.,3 hours.,Same as SWAH 407. See SWAH 407.,,,46239,A,A,1,A,CrossListOpen,LCD,ARRANGED,,,,,"Gathogo, M;Saadah, E"
661,2020,Fall,2020-fa,AFST,407,Adv Topics Swahili Lang&amp;Lit I,Same as SWAH 409. See SWAH 409.,3 OR 4 hours.,Same as SWAH 409. See SWAH 409.,,,59281,A,A,1,A,CrossListOpen,LCD,ARRANGED,,,,,"Gathogo, M;Saadah, E"
662,2020,Fall,2020-fa,AFST,433,Intermediate Swahili I,Same as SWAH 403. See SWAH 403.,4 hours.,Same as SWAH 403. See SWAH 403.,,,44178,G1,A,1,A,CrossListOpen,LAB,2:00 PM,2:50 PM,W,G23,Foreign Languages Building,"Gathogo, M;Saadah, E"
666,2020,Fall,2020-fa,AFST,435,Advanced Swahili I,Same as SWAH 405. See SWAH 405.,3 hours.,Same as SWAH 405. See SWAH 405.,,,40593,A,A,1,A,CrossListOpen,LCD,11:00 AM,12:20 PM,MW,G30,Foreign Languages Building,"Gathogo, M;Saadah, E"
667,2020,Fall,2020-fa,AFST,443,Intermediate Wolof I,Same as WLOF 403. See WLOF 403.,4 hours.,Same as WLOF 403. See WLOF 403.,,,36642,A,A,1,A,CrossListOpen,LCD,ARRANGED,,,,,"Gathogo, M"
668,2020,Fall,2020-fa,AFST,445,Advanced Wolof I,Same as WLOF 405. See WLOF 405.,3 hours.,Same as WLOF 405. See WLOF 405.,,,46169,A,A,1,A,CrossListOpen,LCD,ARRANGED,,,,,"Gathogo, M"
669,2020,Fall,2020-fa,AFST,490,Independent Study,"Supervised readings and research in selected fields in consultation with the instructor. 1 to 3 undergraduate hours. 1 to 4 graduate hours. May be repeated in separate terms up to 9 undergraduate hours or 12 graduate hours, if topics vary. Prerequisite: Consent of the Center for African Studies.",1 TO 4 hours.,"1 to 3 undergraduate hours. 1 to 4 graduate hours. May be repeated in separate terms up to 9 undergraduate hours or 12 graduate hours, if topics vary. Prerequisite: Consent of the Center for African Studies.",,,71109,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
670,2020,Fall,2020-fa,AFST,495,Special Topics,Subject offerings of new and developing areas of knowledge in African Studies intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 3 undergraduate hours. 4 graduate hours. May be repeated if topics vary.,3 OR 4 hours.,3 undergraduate hours. 4 graduate hours. May be repeated if topics vary.,,,71885,AW1,A,1,A,CrossListOpen (Restricted),LCD,2:00 PM,3:20 PM,TR,223,David Kinley Hall,"Witmer, A"
672,2020,Fall,2020-fa,AFST,510,Problems in African History,Same as HIST 510. See HIST 510.,4 hours.,Same as HIST 510. See HIST 510.,,,59926,A,A,1,A,CrossListOpen (Restricted),DIS,1:00 PM,2:50 PM,M,318,Gregory Hall,"Brennan, J"
673,2020,Fall,2020-fa,AFST,550,Special Topics,Topics vary with the disciplinary focus. May be repeated to a maximum of 12 hours. Prerequisite: Consent of instructor.,2 OR 4 hours.,May be repeated to a maximum of 12 hours. Prerequisite: Consent of instructor.,,,10134,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
674,2020,Fall,2020-fa,AFST,599,Thesis Research,Individual direction in research and guidance in writing theses for advanced degrees. Approved for S/U grading only. May be repeated to a maximum of 8 hours.,0 TO 8 hours.,Approved for S/U grading only. May be repeated to a maximum of 8 hours.,,,10137,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
675,2020,Fall,2020-fa,AGCM,220,Communicating Agriculture,"Skills necessary to communicate complex information about the broad agriculture domain to different audiences. Application of communication theories. Emphasis on essential communication skills, including writing, conducting interviews, planning, and critical evaluation of information sources. Same as ENVS 220 and NRES 220. Prerequisite: Completion of a Composition I course.",3 hours.,Same as ENVS 220 and NRES 220. Prerequisite: Completion of a Composition I course.,Advanced Composition course.,,38779,B,A,1,A,CrossListOpen,LCD,11:00 AM,11:50 AM,MWF,108,Bevier Hall,"Cupps-Miller, H"
676,2020,Fall,2020-fa,AGCM,250,Visual Principles for Ag Comm,"This course outlines fundamental design principles and techniques for effective visual communication on print. These principles will be applied in project--magazine pages, logos, brochures, newsletters, posters and signs--to achieve communication objectives. This course provides practical, hands on experience in developing visual presentations about topics related to agriculture, food, fiber, renewable fuel, the environment, and natural resources. Students are introduced to the use of industry-standard desktop publishing software (InDesign, Photoshop, Illustrator).",2 hours.,,,,70928,B,A,B,A,Open,LCD,11:00 AM,12:50 PM,TR,320,Mumford Hall,"Courson, T;Cupps-Miller, H"
677,2020,Fall,2020-fa,AGCM,270,Ag Sales and Persuasive Communication,"Sales concepts and persuasive business communication techniques. Role, dynamics, and principles of sales communications related to food, agriculture, and the environment. Sales objectives, market segmentation, prospecting, handling obligations, relationship building, and the nuances of sales communications.",3 hours.,,,,66884,A,A,1,A,Open,LCD,9:30 AM,10:50 AM,TR,W203,Turner Hall,"Cupps-Miller, H"
678,2020,Fall,2020-fa,AGCM,430,Comm in Env Social Movements,"Examines the interests, values systems and communications strategies of key participants in the environmental movement. Students examine environmental issues and predict possible reactions from key participants in the environmental arena. Same as ENVS 430 and NRES 430. 3 undergraduate hours. 3 graduate hours. Prerequisite: Composition I course.",3 hours.,Same as ENVS 430 and NRES 430. 3 undergraduate hours. 3 graduate hours. Prerequisite: Composition I course.,,,36899,A,A,1,A,CrossListOpen (Restricted),LCD,2:00 PM,3:20 PM,TR,108,Bevier Hall,
679,2020,Fall,2020-fa,AGED,199,Undergraduate Open Seminar,Same as ALEC 199. See ALEC 199.,1 TO 5 hours.,Same as ALEC 199. See ALEC 199.,,,54094,GAO,A,B,A,Open (Restricted),ONL,ARRANGED,,,,,"Ochs, G"
680,2020,Fall,2020-fa,AGED,220,Prog Del in Ag &amp; Leadership Ed,"Introduces formal and non-formal methods used to deliver education and training in agricultural and leadership education programs. Focuses on types and purposes of agricultural education, program components, principles of teaching and learning, community relationships, and reflective teaching. Technology-supported lab component provides skills needed to develop teaching and training materials.",3 hours.,,,,29823,A,A,1,A,Open (Restricted),LCD,9:30 AM,10:50 AM,TR,122,Bevier Hall,"Ochs, G"
681,2020,Fall,2020-fa,AGED,350,Early Field Experience,"Supervised experience during the summer months and fall semester including:  supervision of students' agricultural experience programs and projects; development of problem-solving and decision-making skills related to use of instructional technologies, management of FFA activities, and supervision of agricultural experiences; review of teacher certification requirements and application for teacher certification; development of online teacher certification portfolio meeting state, UIUC, and program requirements. A minimum of 50 hours or early field observation is required. Prerequisite: AGED 250.",3 hours.,Prerequisite: AGED 250.,,,29825,A,A,1,A,Open (Restricted),LCD,10:00 AM,10:50 AM,MW,122,Bevier Hall,"Ochs, G"
682,2020,Fall,2020-fa,AGED,400,Foundations of Ag &amp; Extn Ed,"Comparative examination of the mission, purpose, and historical foundations of agricultural and extension education. Topics include review of agricultural education programs and delivery systems, the nature of teaching in school and non-school settings, and trends and developments in agricultural education. Also examines teacher characteristics and approaches to teaching, education program components, community relationships, and reflective teaching. 3 undergraduate hours. 3 graduate hours.",3 hours.,3 undergraduate hours. 3 graduate hours.,,,55513,A,A,1,A,CrossListOpen (Restricted),ONL,5:30 PM,8:20 PM,T,,,"Leman, A"
685,2020,Fall,2020-fa,AGED,420,Curr Design &amp; Instruction,"This instructional methodology course provides students the opportunity to analyze the principles of learning and teaching as they influence the academic motivation of learners in formal and non-formal environments within agricultural, food and environmental sciences. Topics include: the understanding and implementation of psychological aspects of learning, planning and development of agricultural courses and curricula, creating teaching plans, managing positive learning environments, evaluating student learning, and the utilization of effective self-reflective teaching behaviors. 3 undergraduate hours. 3 graduate hours. Prerequisite: AGED 220 for majors; consent of instructor for non-majors.",3 hours.,3 undergraduate hours. 3 graduate hours. Prerequisite: AGED 220 for majors; consent of instructor for non-majors.,,,59993,GR,A,1,A,Open (Restricted),ONL,5:30 PM,8:20 PM,W,,,"Korte, D"
687,2020,Fall,2020-fa,AGED,421,Teaching Strategies in AGED,"Synthesis of principles of teaching and learning as they influence educational activities in formal and non-formal environments within agricultural and related sciences. Gives individuals an opportunity to apply the educational concepts covered in AGED 300 or AGED 420. Individuals will design, implement, and evaluate learner-centered approaches in a variety of simulated educational environments. 3 undergraduate hours. 3 graduate hours. Prerequisite: AGED 300 or AGED 420 or graduate standing.",3 hours.,3 undergraduate hours. 3 graduate hours. Prerequisite: AGED 300 or AGED 420 or graduate standing.,,,58126,AD2,A,1,A,CrossListOpen (Restricted),LCD,2:30 PM,5:20 PM,T,122,Bevier Hall,"Korte, D"
689,2020,Fall,2020-fa,AGED,496,Beginning Agriculture Teachers Seminar,"The purpose of this course is to gain knowledge and skills to be an effective agriculture educator. This course is intended for high school agriculture teachers who are entering their first year as an educator. This is a blended course; the majority of the course will take place during the two-day, face-to-face instruction at an off-campus location (16 contact hours), while the remainder of the course will occur through online instruction. No undergraduate credit. 2 graduate hours. Prerequisite: Restricted to students who have completed an undergraduate degree and have accepted a position teaching agriculture in a secondary school in the state of Illinois.",2 hours.,No undergraduate credit. 2 graduate hours. Prerequisite: Restricted to students who have completed an undergraduate degree and have accepted a position teaching agriculture in a secondary school in the state of Illinois.,,,73515,A,A,,A,Open (Restricted),LEC,ARRANGED,,,,,"Korte, D"
690,2020,Fall,2020-fa,AGED,510,Education Program Management,"Theoretical and practical approaches to planning, delivering and evaluating programs in agricultural education, with a focus on development of comprehensive educational plans.",4 hours.,,,,40243,A,A,1,A,Open (Restricted),LCD,ARRANGED,,,,,"Korte, D"
691,2020,Fall,2020-fa,AGED,511,Grad Professional Dev in Ag Ed,"Analysis of teaching and learning processes, program improvement strategies, professional development, FFA chapter development, awareness of school law, program management, and discussion of trends and issues in agricultural education.",1 hours.,,,,56891,A,A,1,A,Open (Restricted),LCD,ARRANGED,,,,,"Korte, D"
692,2020,Fall,2020-fa,AGED,550,Advanced Program Delivery,"Theory and practice of advanced program delivery in non-school settings, including the following: strategic planning; environmental scanning; logic model development; experiential and accelerated learning methodologies; and training and development strategies.",2 hours.,,,,69071,A,A,A,A,CrossListOpen (Restricted),ONL,5:30 PM,8:30 PM,R,,,"Taylor, A"
694,2020,Fall,2020-fa,AGED,551,Advanced Program Evaluation,"Theory and practice of advanced program evaluation in non-school settings, including the following: measuring the impact of educational programs; program outcomes and indicators; measuring behavior change, and developing, using, interpreting, and reporting pre-post evaluations, qualitative data, surveys, focus group data, and observational data.",2 hours.,,,,69039,A,A,B,A,CrossListOpen (Restricted),ONL,5:30 PM,8:30 PM,R,,,"Taylor, A"
696,2020,Fall,2020-fa,AHS,125,Freshmen Scholars Seminar,Designed for James Scholars for Applied Health Sciences who are in their first year of college to introduce them to research. Students will learn strategies to apply classroom material to community and society. Includes visits from faculty and staff from across campus and within the College who will expose students to an array of contexts and approaches for research. This course is a James Scholar course for freshmen only.,1 hours.,,James Scholars course.,,56348,JS1,A,B,A,Open (Restricted),LEC,11:00 AM,11:50 AM,F,2001,Huff Hall,"Adams, G"
697,2020,Fall,2020-fa,AHS,199,Undergraduate Open Seminar,Topics will vary each semester. Please see section topic. May be repeated to a maximum of 12 hours in the same or subsequent terms as topics vary.,1 TO 6 hours.,May be repeated to a maximum of 12 hours in the same or subsequent terms as topics vary.,,,52423,JSM,A,1,A,Open (Restricted),ONL,ARRANGED,,,,,"Firkins, C"
699,2020,Fall,2020-fa,AHS,292,AHS Study Abroad,Provides credit toward the undergraduate degree for study at an accredited international institution or approved overseas program. Final determination of credit granted is made upon the student' s successful completion of work. Approved for letter and S/U grading. May be repeated to a maximum of 44 hours. Prerequisite: One year or residence at UIUC and consent of major department and the college.,0 TO 18 hours.,Approved for letter and S/U grading. May be repeated to a maximum of 44 hours. Prerequisite: One year or residence at UIUC and consent of major department and the college.,,,48644,A,A,1,A,Open,STA,ARRANGED,,,,,"Klebek, C"
700,2020,Fall,2020-fa,AHS,375,Comm Partners &amp; Health,Same as KIN 375 and SHS 375. See SHS 375.,3 hours.,Same as KIN 375 and SHS 375. See SHS 375.,,,61715,A,P,1,P,Closed,DIS,5:00 PM,5:50 PM,M,384,Armory,"Olson, J"
703,2020,Fall,2020-fa,AHS,399,Advanced Open Seminar,Advanced undergraduate seminar. Topics will vary each semester. Please see section topic. Approved for letter and S/U grading. May be repeated in the same or subsequent terms to a maximum of 6 hours.,1 TO 6 hours.,Approved for letter and S/U grading. May be repeated in the same or subsequent terms to a maximum of 6 hours.,,,70895,,A,1,A,Open (Restricted),IND,ARRANGED,,,,,
706,2020,Fall,2020-fa,AHS,494,Special Topics,Lecture courses in topics of current interest; specific subject matter will be announced in the Class Schedule. 1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated up to 12 hours if topics vary. Prerequisite: See Class Schedule for section requirements.,1 TO 4 hours.,1 to 4 undergraduate hours. 1 to 4 graduate hours. Approved for Letter and S/U grading. May be repeated up to 12 hours if topics vary. Prerequisite: See Class Schedule for section requirements.,,,67435,AD1,A,B,A,Open (Restricted),ONL,ARRANGED,,,,,"Offenstein, T;Rangin, H;Thompson, M"
